,tag,text_message
404,0,my sister in law  hope you are having a great month  just saying hey  abiola
405,0,chinatown got porridge  claypot rice  yam cake  fishhead beehoon    either we eat cheap den go cafe n tok or go nydc or somethin   
406,1,sms services  for your inclusive text credits  pls goto www comuk net login        unsubscribe with stop  no extra charge  help 08700469649  po box420  ip4 5we
407,0,are you this much buzy
408,0,honeybee said   i m d sweetest in d world  god laughed   said   wait u havnt met d person reading this msg  moral  even god can crack jokes  gm gn ge gn  
409,0,so that means you still think of teju
410,0,i take it we didn t have the phone callon friday  can we assume we won t have it this year now 
411,0,already am squatting is the new way of walking
412,0,1 20 that call cost  which i guess isnt bad  miss ya  need ya  want ya  love ya
413,0,i think u have the wrong number 
414,0,lets use it next week  princess   
415,0,sorry  i ll call later
416,0,he remains a bro amongst bros
417,0,no  few hours before went to hair cut  
418,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true    goodnite   sweet dreams
419,0,i am not having her number sir
420,0,yo my trip got postponed  you still stocked up 
421,0,for you information  ikea is spelled with all caps  that is not yelling  when you thought i had left you  you were sitting on the bed among the mess when i came in  i said we were going after you got home from class  please don t try and con me  it makes me want to listen to you less 
422,0,i didnt get ur full msg  sometext is missing  send it again
423,0,hiya stu wot u up 2 im in so much truble at home at moment evone hates me even u  wot the hell av i done now  y wont u just tell me text bck please luv dan 
424,0,sorry da  i was thought of calling you lot of times  lil busy i will call you at noon  
425,0,hiya do u like the hlday pics looked horrible in them so took mo out  hows the camp amrca thing  speak soon serena  
426,0,id onluy matters when getting on from offcampus
427,0,i liked your new house
428,0,alrite hunny wot u up 2 2nite  didnt end up goin down town jus da pub instead  jus chillin at da mo in me bedroom love jen xxx 
429,0,fair enough  anything going on 
430,0,also tell him i said happy birthday
431,0,ill be there on     ok 
432,0,how to make a girl happy  it s not at all difficult to make girls happy  u only need to be    1  a friend 2  companion 3  lover 4  chef            good listener      organizer      good boyfriend      very clean      sympathetic      athletic      warm            courageous      determined      true      dependable      intelligent            psychologist      pest exterminator      psychiatrist      healer          stylist      driver     aaniye pudunga venaam  
433,0,still in the area of the restaurant  ill try to come back soon
434,0,hey  looks like i was wrong and one of the kappa guys numbers is still on my phone  if you want i can text him and see if he s around
435,1,gent  we are trying to contact you  last weekends draw shows that you won a £1000 prize guaranteed  call 09064012160  claim code k52  valid 12hrs only  150ppm 
436,1,did you hear about the new divorce barbie  it comes with all of ken s stuff 
437,0,how many times i told in the stage all use to laugh  you not listen aha 
438,0,i havent lei   next mon can 
439,0,dont pick up d call when something important is there to tell  hrishi
440,0,lol well don t do it without me  we could have a big sale together 
441,0,am only searching for good dual sim mobile pa 
442,1,dear voucher holder  to claim this weeks offer  at you pc please go to http   www e tlp co uk reward  ts cs apply 
443,0,si si  i think ill go make those oreo truffles 
444,0,tiwary to rcb battle between bang and kochi 
445,0,just woke up  yeesh its late  but i didn t fall asleep til   am   
446,0,oh   i asked for fun  haha   take care  u
447,0,how  izzit still raining 
448,1,panasonic   bluetoothhdset free  nokia free  motorola free   doublemins   doubletxt on orange contract  call mobileupd8 on 08000839402 or call 2optout
449,1,customer service annoncement  you have a new years delivery waiting for you  please call 07046744435 now to arrange delivery
450,0,pls send me the correct name da 
451,0,dear got train and seat mine lower seat
452,0,why i come in between you people
453,0,can    i m free   
454,0,oh ok no prob  
455,0,ok can   
456,0,are your freezing   are you home yet   will you remember to kiss your mom in the morning  do you love me   do you think of me   are you missing me yet  
457,0,u coming 2 pick me 
458,0,reason is if the team budget is available at last they buy the unsold players for at base rate  
459,0,oooh bed ridden ey  what are you thinking of 
460,1,well done england  get the official poly ringtone or colour flag on yer mobile  text tone or flag to 84199 now  opt out txt eng stop  box39822 w111wx £1 50
461,0,mum  hope you are having a great day  hoping this text meets you well and full of life  have a great day  abiola
462,0,and of course you should make a stink 
463,0,a few people are at the game  i m at the mall with iouri and kaila
464,1, forwarded from 21870000 hi   this is your mailbox messaging sms alert  you have 4 messages  you have 21 matches  please call back on 09056242159 to retrieve your messages and matches
465,1,winner  as a valued network customer you hvae been selected to receive a £900 reward  to collect call 09061701444  valid 24 hours only  acl03530150pm
466,0,is xy going 4 e lunch 
467,0,i m in school now n i ll be in da lab doing some stuff give me a call when u r done 
468,1,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com
469,0,fyi i m taking a quick shower  be at epsilon in like     min
470,0,nope i m not drivin    i neva develop da photos lei   
471,0,sorry  i ll call later
472,0,aight i ve been set free  think you could text me blake s address  it occurs to me i m not quite as sure what i m doing as i thought i was
473,0,you got job in wipro  you will get every thing in life in 2 or 3 years 
474,1,we know someone who you know that fancies you  call 09058097218 to find out who  pobox 6  ls15hb 150p
475,0,hi where you  you in home or calicut 
476,0,there are some nice pubs near here or there is frankie n bennys near the warner cinema 
477,0,no message  no responce  what happend 
478,0,great  i m in church now  will holla when i get out
479,0,will you like to be spoiled    
480,0,they don t put that stuff on the roads to keep it from getting slippery over there 
481,0,pass dis to all ur contacts n see wat u get  red i m in luv wid u  blue u put a smile on my face  purple u r realy hot  pink u r so swt  orange i thnk i lyk u  green i realy wana go out wid u  yelow i wnt u bck  black i m jealous of u  brown i miss you nw plz giv me one color
482,0,lol i was gonna last month  i cashed some in but i left   just in case  i was collecting more during the week cause they announced it on the blog 
483,0,me too baby  i promise to treat you well  i bet you will take good care of me   
484,0,thanx but my birthday is over already 
485,0,about    bucks  the banks fees are fixed  better to call the bank and find out 
486,0,thats a bit weird  even    where is the do supposed to be happening  but good idea  sure they will be in pub 
487,0,yes he have good crickiting mind
488,0,are you still playing with gautham 
489,1,urgent  you have won a 1 week free membership in our £100 000 prize jackpot  txt the word  claim to no  81010 t c www dbuk net lccltd pobox 4403ldnw1a7rw18
490,0,i asked sen to come chennai and search for job 
491,0,ya had just now onion roast 
492,0,yeah i ll try to scrounge something up
493,0,how i noe    she s in da car now    later then c lar    i m wearing shorts   
494,0,small problem in auction  punj now asking tiwary
495,0,welp apparently he retired
496,0,okay same with me  well thanks for the clarification
497,0,slept  i thinkthis time      pm  is not dangerous
498,0,message from   i am at truro hospital on ext  you can phone me here  as i have a phone by my side
499,0,jordan got voted out last nite 
500,1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night 
501,0,how much you got for cleaning
502,0,i will once i get home
503,0,tension ah what machi any problem 
504,0,lol now i m after that hot air balloon 
505,0,play w computer  aiyah i tok 2 u lor 
506,1,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705
507,0,i m not coming home 4 dinner 
508,0,bring it if you got it
509,0,what pa tell me   i went to bath   
